,Unnamed: 0,titulo,portal,sentiment
196,196,"Em 11 dias, número de infectados por coronavírus salta de 1 para 2 milhões",Exame,neg
197,197,Governador de NY diz que pior já passou após queda de mortes por covid-19,Exame,neg
198,198,"Morre Stirling Moss, o “campeão sem coroa” da Fórmula 1",Exame,neg
199,199,Espanha tem ritmo de mortes menor e afrouxa isolamento contra coronavírus,Exame,neg
200,200,"Epicentro da pandemia nos EUA, Nova York se aproxima de 10 mil mortos",Exame,neg
201,201,"Itália tem 431 novas mortes por covid-19, o número mais baixo em 3 semanas",Exame,neg
202,202,Reino Unido passa de 10 mil mortos pelo novo coronavírus,Exame,neg
203,203,Coronavírus: EUA têm quase 2 mil mortes e mais de 32 mil casos em 24 horas,Exame,neg
204,204,"Após baixa, número de novas mortes por coronavírus na Itália volta a subir",Exame,neg
205,205,Bebê de 4 dias é a vítima mais jovem a morrer por covid-19 no Brasil,Exame,neg
206,206,Covid-19: Brasil realizou 63 mil testes e projeta chegar a 30 mil por dia,Exame,neg
207,207,Itália registra queda em número de novos casos e mortes de coronavírus,Exame,neg
208,208,"Espanha registra 757 mortes por coronavírus em 24h, 2ª alta consecutiva",Exame,neg
209,209,Irã pede empréstimo de US$ 5 bilhões ao FMI para combater coronavírus,Exame,neg
210,210,Número de pacientes em terapia intensiva na Itália cai pelo 4º dia seguido,Exame,neg
211,211,Estado de Nova York tem recorde diário de mortes em crise do coronavírus,Exame,neg
212,212,Número de mortos no mundo por coronavírus passa de 75.000,Exame,neg
213,213,França é quarto país a ultrapassar marca de 10 mil mortes por coronavírus,Exame,neg
214,214,SP registra primeiro caso de coronavírus em recém-nascido,Exame,neg
215,215,Estados Unidos têm mais de 1.200 mortes por coronavírus em 24 horas,Exame,neg
216,216,Pesquisadores estimam 41 mil casos de coronavírus no Brasil até o dia 20,Exame,neg
217,217,Saúde se corrige e diz que primeiro caso por coronavírus ocorreu em março,Exame,neg
218,218,Novas mortes e casos diários de coronavírus na Itália se estabilizam,Exame,neg
219,219,Nova York pede ajuda após relatar dia mais mortífero do coronavírus,Exame,neg
220,220,Mortes por coronavírus no Reino Unido sobem 23% e somam 3.605,Exame,neg
221,221,Alemanha supera a marca de mil mortos por coronavírus,Exame,neg
222,222,Coronavírus: Itália registra 760 mortes e 4.668 novos casos em 24 horas,Exame,neg
223,223,Coronavírus: Espanha supera 10 mil mortes após bater recorde em 24 horas,Exame,neg
224,224,Coronavírus: governo autoriza sepultamento de corpos sem atestado de óbito,Exame,neg
225,225,"Chegaremos a 1 milhão de casos e 50 mil mortes nos próximos dias, diz OMS",Exame,neg
226,226,Deputado Luiz Flávio Gomes morre aos 61 anos em São Paulo,Exame,neg
227,227,"Com 864 vítimas em 24 horas, Espanha volta a bater recorde de mortes",Exame,neg
228,228,Governo Trump prevê ao menos 100 mil mortes por coronavírus nos EUA,Exame,neg
229,229,"Com 3.500 mortes, França já ultrapassa China em vítimas do coronavírus",Exame,neg
230,230,Número de mortes por coronavírus na França cresce pelo terceiro dia,Exame,neg
231,231,"Confinamento já salvou quase 60.000 vidas na Europa, diz estudo",Exame,neg
232,232,Adolescente de 12 anos morre vítima do coronavírus na Bélgica,Exame,neg
233,233,Itália registra 837 mortes por coronavírus e novos casos estabilizam,Exame,neg
234,234,"Em maior índice diário, Espanha registra 849 mortes por coronavírus",Exame,neg
235,235,"Com mais de 700.000 infectados, mundo espera chegar ao pico da pandemia",Exame,neg
236,236,Brasil tem 136 mortes pelo coronavírus e 4.256 casos confirmados,Exame,neg
237,237,"Sitiada pelo vírus, Madri vira cidade dos mortos",Exame,neg
238,238,Isolar só idosos eleva para 529 mil as mortes por coronavírus no Brasil,Exame,neg
239,239,"Infelizmente algumas mortes terão. Paciência, diz Bolsonaro sobre covid-19",Exame,neg
240,240,Não é uma escolha entre vidas e economia,Exame,neg
241,241,"Em pior dia desde começo da pandemia, Itália registra 969 mortes",Exame,neg
242,242,"Itália não chegou ao pico de contágio por coronavírus, diz chefe da Saúde",Exame,neg
243,243,Coronavírus no mundo: Espanha tem 769 mortes em um dia; Irã chega a 2.378,Exame,neg
244,244,Maestrina Naomi Munakata morre aos 64 anos por coronavírus,Exame,neg
245,245,Mortes por coronavírus na Itália aumentam 662 em um dia e chegam a 8.165,Exame,neg
246,246,Espanha supera os 4.000 mortos pelo coronavírus,Exame,neg
247,247,"Casos do novo coronavírus disparam nos EUA, e mortes passam de 1.000",Exame,neg
248,248,"Em parceria com empresas, SP terá 100 leitos em novo centro de atendimento",Exame,neg
249,249,Coronavírus: Itália registra 683 mortes em 24 horas; total chega a 7.503,Exame,neg
250,250,Espanha supera número de mortes da China por coronavírus,Exame,neg
251,251,EUA registram primeira morte de menor de idade por coronavírus,Exame,neg
252,252,Mortes por coronavírus na Itália têm nova alta e chegam a 743 em um dia,Exame,neg
253,253,Itália registra mais 602 mortes por coronavírus e já chega a 6.000 vítimas,Exame,neg
254,254,Médicos infectados e falta de recursos agravam coronavírus na Itália,Exame,neg
255,255,Coronavírus: mortes já chegam a 25 e só três não são em SP,Exame,neg
256,256,"Em um só dia, Itália registra mais 651 mortes por coronavírus",Exame,neg
257,257,Espanha tem 394 mortes em 1 dia e quer ampliar estado de emergência,Exame,neg
258,258,"Morre Lila Covas, viúva de Mário Covas e avó do prefeito de SP",Exame,neg
259,259,Fotos: Coronavírus esvazia ruas de SP e Rio e cria cenários-fantasma,Exame,neg
260,260,Número de mortos na Itália por coronavírus já ultrapassa os 4.000,Exame,neg
261,261,Falha em protocolo do Ministério da Saúde abre brecha para subnotificação,Exame,neg
262,262,Alemanha tem poucas mortes por coronavírus graças a exames precoces,Exame,neg
263,263,Parentes da 1ª vítima de coronavírus no país dizem que não são monitorados,Exame,neg
264,264,1ª vítima do coronavírus no Rio era doméstica e foi contaminada no Leblon,Exame,neg
265,265,EUA registram 154 mortes e mais de 10 mil casos de coronavírus,Exame,neg
266,266,Rio de Janeiro registra primeiras duas mortes por coronavírus,Exame,neg
267,267,"Exame de paciente que morreu em Niterói aponta coronavírus, diz prefeito",Exame,neg
268,268,"Número de mortos na Itália sobe 475, maior aumento registrado em um país",Exame,neg
269,269,Presidente do Santander Portugal morre em decorrência do coronavírus,Exame,neg
270,270,Paciente com suspeita de coronavírus morre em Niterói,Exame,neg
271,271,Coronavírus: paciente que morreu não estava em lista de casos confirmados,Exame,neg
272,272,"Bancos de sangue em São Paulo só duram mais uma semana, diz infectologista",Exame,neg
273,273,São Paulo registra primeira morte por coronavírus no Brasil,Exame,neg
274,274,Mortes por coronavírus na Itália crescem 25% em 24 horas; EUA registram 41,Exame,neg
275,275,Trump autoriza militares a responder ataque atribuído a milícia pró-Irã,Exame,neg
276,276,Por que ainda é difícil calcular quantas pessoas morrerão por Covid-19?,Exame,neg
277,277,"Mortes por coronavírus na Itália saltam 31% em um dia, e total vai a 827",Exame,neg
278,278,Coronavírus mata oito vezes mais na Itália do que na Coreia do Sul,Exame,neg
279,279,"Mortes por coronavírus na Itália saltam 36%, e nos EUA já chegam a 25",Exame,neg
280,280,EUA registram quase 500 casos de coronavírus; Itália confirma 463 mortes,Exame,neg
281,281,Morre mais uma pessoa após consumir cerveja contaminada da Backer,Exame,neg
282,282,"Com 164 mortos, chuvas deixam marca de destruição a moradores do Sudeste",Exame,neg
283,283,Número de novos casos de coronavírus volta a cair na China,Exame,neg
284,284,Casos de coronavírus no mundo chegam a 105 mil,Exame,neg
285,285,Argentina registra 1ª morte na América Latina pelo coronavírus,Exame,neg
286,286,Hotel com 70 pessoas em quarentena por coronavírus desaba na China,Exame,neg
287,287,Defesa Civil atualiza número de mortes após chuva na Baixada Santista,Exame,neg
288,288,China: número de novos casos de coronavírus cai para menos de 100 por dia,Exame,neg
289,289,Buscas por desaparecidos seguem na Baixada Santista; já são 32 mortos,Exame,neg
290,290,Pianista McCoy Tyner morre aos 81 anos,Exame,neg
291,291,Assassinatos aumentaram 178% no Ceará durante o mês de fevereiro,Exame,neg
292,292,Buscas por desaparecidos continuam na Baixada Santista; são 30 mortes,Exame,neg
293,293,Chuvas já mataram 28 pessoas na Baixada Santista,Exame,neg
294,294,"Morte por coronavírus é maior entre doentes crônicos, como hipertensos",Exame,neg
295,295,Morre aos 100 anos o ex-secretário-geral da ONU Pérez de Cuellar,Exame,neg
296,296,Número de mortos após chuvas na Baixada Santista sobe para 25,Exame,neg
297,297,Secretaria Nacional de Defesa Civil vai para Baixada Santista após chuvas,Exame,neg
298,298,Número de mortes pelo novo coronavírus na China chega a quase 3 mil,Exame,neg
299,299,Jornalista criador do Valor Econômico morre aos 67 anos,Exame,neg
300,300,Fortes tornados deixam ao menos 19 mortos e rastro de destruição nos EUA,Exame,neg
301,301,Fortes chuvas deixam ao menos 16 mortos e provocam destruição em SP,Exame,neg
302,302,Coronavírus mata 6 nos EUA e autoridades se preparam para mais casos,Exame,neg
303,303,A lição amarga de Jack Welch: o sucesso se mede no longo prazo,Exame,neg
304,304,"Jack Welch, ex-CEO da General Eletric, morre aos 84 anos",Exame,neg
305,305,Número de mortes por coronavírus chega a 2.788 na China,Exame,neg
306,306,"Campeão mundial pelo Grêmio, Valdir Espinosa morre aos 72 anos",Exame,neg
307,307,Da raiva à cólera: as doenças infecciosas que matam mais que o coronavírus,Exame,neg
308,308,"Proliferação de coronavírus é preocupante, mas não é pandemia, diz OMS",Exame,neg
309,309,Itália confirma 12ª morte por coronavírus e 50 novos casos,Exame,neg
310,310,Itália decreta toque de recolher por surto de Coronavírus,Exame,neg
311,311,Série sobre Zé do Caixão está disponível na íntegra no YouTube,Exame,neg
312,312,"Apesar de queda em casos de coronavírus, cresce temor de epidemia global",Exame,neg
313,313,Mortes pelo novo coronavírus ultrapassam 2.300 na China,Exame,neg
314,314,"Mundo precisa agir rápido para conter o coronavírus, diz diretor da OMS",Exame,neg
315,315,"China confirma 889 novos casos de coronavírus; mortes superam 2,2 mil",Exame,neg
316,316,Corpo de Adriano Nóbrega será submetido a nova necropsia nesta quinta,Exame,neg
317,317,Portugal analisa propostas para legalizar eutanásia,Exame,neg
318,318,"Epicentro, província de Hubei registra mais 108 mortes por coronavírus",Exame,neg
319,319,Dois passageiros de cruzeiro em quarentena morrem devido ao coronavírus,Exame,neg
320,320,"Morre José Mojica Marins, o Zé do Caixão, aos 83 anos",Exame,neg
321,321,Novos casos de coronavírus diminuem pelo 2º dia; mortes passam das 2.000,Exame,neg
322,322,"Morre menino soterrado em Osasco, oitava vítima das chuvas em SP",Exame,neg
323,323,"Número de mortes por coronavírus se aproxima de 1,9 mil na China",Exame,neg
324,324,"Homicídios diminuem 21,1% de janeiro a outubro no país",Exame,neg
325,325,Mais dois acusados pelas mortes na boate Kiss irão a júri popular,Exame,neg
326,326,Ataque contra igreja protestante deixa 24 mortos em Burkina Faso,Exame,neg
327,327,Cervejaria Becker tem bloqueio de até R$100 milhões pela Justiça,Exame,neg
328,328,Homicídios caem 19% e tem menor taxa da série iniciada em 2007,Exame,neg
329,329,Rio de Janeiro registra primeira morte por sarampo no século,Exame,neg
330,330,Coronavírus: China registra 1.380 mortos e 63 mil infectados,Exame,neg
331,331,Chuvas em SP: número de mortos sobe para 7,Exame,neg
332,332,China registra mais 242 mortes por coronavírus e quase 15 mil novos casos,Exame,neg
333,333,Chuvas em São Paulo: sobe para 5 número de mortes no estado,Exame,neg
334,334,Cai o número de casos diários de coronavírus no mundo,Exame,neg
335,335,Chuva no interior de São Paulo deixa ao menos 4 mortos; há 1 desaparecido,Exame,neg
336,336,"Mortes, desaparecidos e desabrigados: o balanço da chuva em SP",Exame,neg
337,337,Coronavírus: total de mortos na China continental sobe para 908,Exame,neg
338,338,Morre na China primeira estrangeira vítima do coronavírus,Exame,neg
339,339,Soldado abre fogo em shopping na Tailândia e mata ao menos 12 pessoas,Exame,neg
340,340,Número de mortes pelo novo coronavírus chega a 722 na China,Exame,neg
341,341,China registra 67 novas mortes por coronavírus e total já chega a 717,Exame,neg
342,342,Morte de médico que fez alerta sobre o coronavírus gera revolta na China,Exame,neg
343,343,China registra 69 novas mortes por coronavírus e total já chega a 630,Exame,neg
344,344,Médico chinês que alertou sobre coronavírus está em estado grave,Exame,neg
345,345,Secretaria instaura processo administrativo contra cervejaria Backer,Exame,neg
346,346,"Lenda de Hollywood, ator americano Kirk Douglas morre aos 103 anos",Exame,neg
347,347,Mortos por novo coronavírus somam 560,Exame,neg
348,348,Duas avalanches deixam quase 40 mortos na Turquia,Exame,neg
349,349,Mortos por novo coronavírus somam 490 na China,Exame,neg
350,350,Locutor Asa Branca morre aos 57 anos,Exame,neg
351,351,"Crítico literário e filósofo, George Steiner morre aos 90 anos",Exame,neg
352,352,Morre juiz argentino que investigava Cristina Kirchner,Exame,neg
353,353,Mortes por suspeita de consumo de cerveja da Backer chegam a seis,Exame,neg
354,354,Morte de idoso em MG pode estar ligada à contaminação de cerveja Backer,Exame,neg
355,355,"Bernard Ebbers, ex-magnata das telecomunicações, morre aos 78 anos",Exame,neg
356,356,Número de mortos por coronavírus chega a 204 na China,Exame,neg
357,357,Mortes em rodovias federais crescem pela primeira vez em sete anos,Exame,neg
358,358,"Reconstrução de BH vai custar ao menos R$ 300 milhões, diz prefeito",Exame,neg
359,359,Chuvas deixam 55 mortos em Minas Gerais,Exame,neg
360,360,"Sobe para 52 o número de mortos pelas chuvas em MG, diz Defesa Civil",Exame,neg
361,361,Risco de rompimento em Brumadinho era 20 vezes maior que aceitável,Exame,neg
362,362,"5 mi de pessoas deixaram Wuhan antes do isolamento, diz prefeito",Exame,neg
363,363,Sobe para 47 o número de mortos em Minas Gerais desde início de temporais,Exame,neg
364,364,"Kobe Bryant, ídolo do basquete, morre em acidente de helicóptero",Exame,neg
365,365,Invasão do celular de Bezos é nova mancha na imagem de príncipe saudita,Exame,neg
366,366,O enorme legado de Clayton Christensen,Exame,neg
367,367,MPF denuncia ex-comandante do DOI-Codi e legistas por morte na ditadura,Exame,neg
368,368,Homem mata pais e outros familiares em pub na Alemanha,Exame,neg
369,369,"Novo vírus deixa 26 mortos na China, e mais de 800 estão infectados",Exame,neg
370,370,"Novo vírus provoca 25 mortos na China, e 600 estão infectados",Exame,neg
371,371,China informa que novo vírus já provocou 17 mortes,Exame,neg
372,372,"Terry Jones, integrante do Monty Python, morre aos 77 anos",Exame,neg
373,373,"China: novo coronavírus provocou 9 mortes, e 440 estão infectados",Exame,neg
374,374,China confirma 6º caso fatal com vírus desconhecido,Exame,neg
375,375,"Protestos no Iraque deixam 5 mortos, entre eles 2 militares",Exame,neg
376,376,"Vírus se dissemina na China, e Xi Jinping diz que contenção é prioridade",Exame,neg
377,377,Fortes chuvas levam alívio a áreas devastadas por incêndios na Austrália,Exame,neg
378,378,Centenas ficam feridos em confrontos no Líbano,Exame,neg
379,379,Incêndio em abrigo para deficientes deixa 8 mortos na República Tcheca,Exame,neg
380,380,Líder supremo do Irã critica protestos contra governo após acidente aéreo,Exame,neg
381,381,Cerveja contaminada: Secretaria de Saúde confirma quarta morte,Exame,neg
382,382,"Filho de J.R.R. Tolkien, autor de O Senhor dos Anéis, morre aos 95 anos",Exame,neg
383,383,Polícia confirma terceira morte por síndrome nefroneural,Exame,neg
384,384,Ministério diz que água usada em produção de cerveja estava contaminada,Exame,neg
385,385,Polícia Civil confirma segunda morte associada ao consumo de cerveja,Exame,neg
386,386,"Onze estados podem ter surto de dengue em 2020, diz Ministério da Saúde",Exame,neg
387,387,"“Não bebam a Belorizontina, seja de que lote for”, diz sócia da Backer",Exame,neg
388,388,Secretaria de BH investiga relação de 2ª morte com cerveja contaminada,Exame,neg
389,389,Avalanches deixam ao menos 67 mortos no Paquistão e na Índia,Exame,neg
390,390,"“Nações em luto” vão debater ação contra o Irã, diz Ucrânia",Exame,neg
391,391,Irã nega ter tentado “acobertar” caso do avião derrubado,Exame,neg
392,392,"Cerveja é mais seguro que avião, diz Abracerva após Mapa fechar cervejaria",Exame,neg
393,393,Menina de 8 anos morre após ser atingida por bala perdida no RJ,Exame,neg
394,394,Irã vai abrir caixa-preta de avião após queda ser atribuída a míssil,Exame,neg
395,395,Trabalhador morre durante transporte de plataforma da Petrobras,Exame,neg
396,396,Menino é encontrado morto em trem de pouso de avião em Paris,Exame,neg
397,397,Polícia prende suspeito de atear fogo em morador de rua em SP,Exame,neg
398,398,"Elizabeth Wurtzel, autora do aclamado “Nação Prozac”, morre aos 52 anos",Exame,neg
399,399,"Criador da versão americana de “Betty, a Feia” é encontrado morto nos EUA",Exame,neg
400,400,Tiroteio próximo a Parlamento do Canadá deixa 1 morto e 3 feridos,Exame,neg
401,401,Caixas-pretas de avião ucraniano que caiu no Irã são encontradas,Exame,neg
402,402,Polícia identifica homem que colocou fogo em morador de rua em SP,Exame,neg
403,403,"Irã deve evitar mais violência e provocações, diz Otan",Exame,neg
404,404,Morre morador de rua que teve corpo queimado em SP,Exame,neg
405,405,"Sem radares, mais acidentes são registrados em rodovias",Exame,neg
406,406,Corpo de Soleimani passa por cidades do Irã para cerimônias fúnebres,Exame,neg
407,407,Guerra na Síria já deixou mais de 380 mil mortos,Exame,neg
408,408,"Trump não pode entrar em guerra sem aval do Congresso, diz democrata",Exame,neg
409,409,Homem mata pessoa a facadas e é atingindo por policiais perto de Paris,Exame,neg
410,410,"Após ataque, EUA mandam americanos deixarem o Iraque imediatamente",Exame,neg
411,411,"Toffoli suspende redução de até 85,4% no valor do Dpvat para 2020",Exame,neg
412,412,Síria termina ano com o menor número de mortes e derrota do EI,Exame,neg
413,413,"Após bombardeio, manifestantes invadem embaixada dos EUA em Bagdá",Exame,neg
414,414,Witzel defende “investigar erros” após RJ registrar 1.546 mortes pela PM,Exame,neg
415,415,"Atriz Hilda Rebello morre 2 meses após o filho, o diretor Jorge Fernando",Exame,neg
416,416,Sobe para 47 número de mortes causadas por tufão nas Filipinas,Exame,neg
417,417,Ataque com faca deixa cinco mortos em celebração judaica em Nova York,Exame,neg
418,418,"Morre ex-ministra Nilcéa Freire, aos 67 anos",Exame,neg
419,419,Governo peruano endurece regras trabalhistas após mortes no McDonald’s,Exame,neg
420,420,Artista plástica carioca Wanda Pimentel morre aos 76 anos,Exame,neg
421,421,Ataque com carro-bomba deixa ao menos 90 mortos na capital da Somália,Exame,neg
422,422,Nova lei é mais severa com quem incitar suicídio pela internet,Exame,neg
423,423,Morre mergulhador do resgate de 12 meninos em caverna na Tailândia,Exame,neg
424,424,Feriado de Natal registra menos mortes nas rodovias federais,Exame,neg
425,425,Governo dos EUA diz ter documentos preocupantes sobre avião da Boeing,Exame,neg
426,426,Tufão nas Filipinas faz milhares de pessoas buscarem abrigo no Natal,Exame,neg
427,427,Polícia investiga causas do deslizamento que matou sete pessoas em Recife,Exame,neg
428,428,Deslizamento de barreira mata sete pessoas em Recife,Exame,neg
429,429,Homem morre em alagamento de garagem em São Paulo,Exame,neg
430,430,Arábia Saudita condena 5 pessoas à morte por assassinato de Khashoggi,Exame,neg
431,431,Operação na zona norte do Rio tem quatro mortos e um PM ferido,Exame,neg
432,432,"Morre o baixista Bira, do “Programa do Jô”, aos 85 anos",Exame,neg
433,433,Incêndio tido como o pior da história de Las Vegas deixa 6 mortos,Exame,neg
434,434,Homem armado invade empresa em SP e atira contra funcionários,Exame,neg
435,435,"Morre a antropóloga Alba Zaluar, referência no estudo da violência no país",Exame,neg
436,436,"Morre, aos 92 anos, artista plástico Francisco Brennand",Exame,neg
437,437,Ex-presidente do Paquistão é condenado à morte por crime de traição,Exame,neg
438,438,Parentes de músico fuzilado ficaram em choque com versão de militares,Exame,neg
439,439,"Militares que mataram músico com 80 tiros estavam assustados, diz tenente",Exame,neg
440,440,"Heliópolis quer ser tratada como bairro, não gueto, diz líder comunitária",Exame,neg
441,441,8 grandes nomes da economia que morreram em 2019,Exame,neg
442,442,"Após Paraisópolis, Doria cria “Favela Fest” como alternativa aos pancadões",Exame,neg
443,443,Polícia confirma morte do 4º indígena no MA em menos de um mês,Exame,neg
444,444,"Vocalista do Roxette, Marie Fredriksson, morre aos 61 anos",Exame,neg
445,445,Homem que inspirou desafio do balde com gelo morre após batalha contra ELA,Exame,neg
446,446,"Morre Paul Volcker, ex-presidente do Fed que venceu a inflação nos EUA",Exame,neg
447,447,Erupção de vulcão na Nova Zelândia deixa 5 mortos e 10 desaparecidos,Exame,neg
448,448,"Rapper Juice Wrld, de 21 anos, morre no aeroporto de Chicago",Exame,neg
449,449,Incêndio em fábrica na Índia deixa ao menos 43 mortos e 16 feridos,Exame,neg
450,450,PM acusado de matar Ágatha vira réu e é afastado de policiamento nas ruas,Exame,neg
451,451,"Após atentado contra indígenas, Moro avalia enviar Força Nacional ao MA",Exame,neg
452,452,Tiroteio em base naval na Flórida deixa quatro mortos,Exame,neg
453,453,Mulher é morta por bala perdida quando ia buscar netos em escola no Rio,Exame,neg
454,454,Testemunhas oculares desmentem versão da PM sobre mortes em Paraisópolis,Exame,neg
455,455,Doria recua e pede revisão de protocolos da Polícia Militar,Exame,neg
456,456,Membro da Marinha dos EUA mata duas pessoas na base de Pearl Harbor,Exame,neg
457,457,Explosão de gás deixa 8 mortos em resort de esqui na Polônia,Exame,neg
458,458,Manifestantes protestam na sede do governo de SP por paz em Paraisópolis,Exame,neg
459,459,"Aparentemente houve erro operacional grave, diz Moro sobre Paraisópolis",Exame,neg
460,460,Vale pretende concluir neste mês investigação interna sobre Brumadinho,Exame,neg
461,461,PM registra morte em Heliópolis no mesmo dia de ação em Paraisópolis,Exame,neg
462,462,Dória pede que PM não seja condenada de antemão por mortes em Paraisópolis,Exame,neg
463,463,Policial militar é denunciado pelo MP pela morte de menina Ágatha,Exame,neg
464,464,Ministério Público acompanhará investigação sobre mortes em Paraisópolis,Exame,neg
465,465,PGR defende federalizar caso Marielle por “inércia dos órgãos estaduais”,Exame,neg
466,466,Anistia Internacional aponta 208 mortos em protestos no Irã; governo nega,Exame,neg
467,467,Intenso tufão Kammuri deixa ao menos dois mortos nas Filipinas,Exame,neg
468,468,Corregedoria da PM afasta policiais envolvidos em ação em Paraisópolis,Exame,neg
469,469,"Doria lamenta mortes em Paraisópolis, mas diz que PM não mudará operações",Exame,neg
470,470,Corregedoria vai investigar conduta de PMs após mortes em Paraisópolis,Exame,neg
471,471,Reino Unido homenageia vítimas de atentado na London Bridge,Exame,neg
472,472,PM diz que apenas reagiu a ataques da população em Paraisópolis,Exame,neg
473,473,Ataque terrorista na London Bridge deixa ao menos três mortos,Exame,neg
474,474,"Corpo de Gugu segue até cemitério Gethsemani, na zona sul de SP",Exame,neg
475,475,Corpo do apresentador Gugu Liberato segue para velório na Assembleia de SP,Exame,neg
476,476,Terremoto na Albânia deixa ao menos 18 mortos e mais de 600 feridos,Exame,neg
477,477,Motorista de caminhão com 39 mortos admite ter auxiliado imigração ilegal,Exame,neg
478,478,Deslizamentos de terra deixam 52 mortos no Quênia,Exame,neg
479,479,Estrela do K-pop é encontrada morta em casa na Coreia do Sul,Exame,neg
480,480,Corpo de Gugu chegará até quinta a São Paulo; órgãos serão doados,Exame,neg
481,481,Morte de Gugu repercute nas redes,Exame,neg
482,482,Apresentador Gugu Liberato morre aos 60 anos,Exame,neg
483,483,Três pessoas morrem na Colômbia após protestos contra o governo,Exame,neg
484,484,Rabino Henry Sobel morre de câncer aos 75 anos em Miami,Exame,neg
485,485,"Presidente do PSOL em Xapuri, no Acre, é encontrado morto",Exame,neg
486,486,Morre cineasta Fábio Barreto aos 62 anos no Rio,Exame,neg
487,487,Confrontos entre manifestantes e militares deixam 6 mortos na Bolívia,Exame,neg
488,488,Polícia Civil aponta que tiro da PM matou Ágatha Félix no RJ,Exame,neg
489,489,"Terry O’Neill, ícone da fotografia da década de 1960, morre aos 81 anos",Exame,neg
490,490,Desabamento de ponte deixa um morto e desaparecidos na França,Exame,neg
491,491,Atirador invade casa na Califórnia e mata ao menos 4 pessoas,Exame,neg
492,492,Morre mais um morador de rua por suposto envenenamento em Barueri,Exame,neg
493,493,Ex-piloto de Stock Car morre após acidente aéreo no Sul da Bahia,Exame,neg
494,494,"Usar demais o cérebro pode diminuir seu tempo de vida, diz estudo",Exame,neg
495,495,Turista francês morre ao fazer selfie em cascata na Tailândia,Exame,neg
496,496,IBGE: População negra é principal vítima de homicídio no Brasil,Exame,neg
497,497,Menina de 5 anos morre a caminho da escola atingida por bala perdida no RJ,Exame,neg
498,498,Acidente de trem deixa ao menos 15 mortos em Bangladesh,Exame,neg
499,499,"Terremoto de 5,9 graus no Irã deixa 6 mortos e mais de 300 feridos",Exame,neg
500,500,ONU confirma ao menos 269 mortes em protestos no Iraque,Exame,neg
501,501,MP pede proteção a indígenas do Maranhão há ao menos 5 anos,Exame,neg
502,502,"Com disputa de herdeiros, gravadoras evitam lançar discos de João Gilberto",Exame,neg
503,503,Forças de segurança do Egito dizem ter matado 83 militantes no Sinai,Exame,neg
504,504,Vietnã prende 8 suspeitos no caso dos 39 migrantes mortos no Reino Unido,Exame,neg
505,505,Maranhão vai monitorar conflitos de terra após morte de líder indígena,Exame,neg
506,506,Casos de morte por dengue aumentam 5 vezes em relação ao ano passado,Exame,neg
507,507,Líder indígena é morto por madeireiros durante conflito no Maranhão,Exame,neg
508,508,"Guardar macarrão na geladeira pode ser perigoso, diz pesquisador",Exame,neg
509,509,A luta das Guarani e Kaiowá na área mais perigosa para mulheres indígenas,Exame,neg
510,510,Ação da Polícia Militar deixa 17 mortos em Manaus,Exame,neg
511,511,Corpo de líder do Estado Islâmico foi jogado no mar por militares dos EUA,Exame,neg
512,512,Terremoto nas Filipinas deixa pelo menos 7 mortos,Exame,neg
513,513,Diretor e ator Jorge Fernando morre aos 64 anos,Exame,neg
514,514,"Morre, aos 84 anos, cientista político Wanderley Guilherme dos Santos",Exame,neg
515,515,Polícia amplia investigação sobre 39 mortos em caminhão ao Vietnã,Exame,neg
516,516,"Judoca que disputou 2 Olimpíadas, Mário Sabino é morto por sargento em SP",Exame,neg
517,517,"Após uma semana de protestos intensos, Chile soma 19 mortos",Exame,neg
518,518,Soldado mata oito colegas em base militar na Rússia,Exame,neg
519,519,China exige punição severa após 39 mortos em caminhão na Inglaterra,Exame,neg
520,520,Justiça do Chile investiga policiais que “crucificaram” manifestantes,Exame,neg
521,521,Os 39 mortos em caminhão encontrado no Reino Unido eram chineses,Exame,neg
522,522,Confira o que muda na pensão por morte nas novas regras da Previdência,Exame,neg
523,523,Caminhão com 39 pessoas mortas é encontrado no Reino Unido,Exame,neg
524,524,Presidente do Chile propõe “acordo social” em resposta a protestos,Exame,neg
525,525,Chile tenta retomar normalidade após 11 mortos em violentos protestos,Exame,neg
526,526,Avião de pequeno porte cai em BH e mata três pessoas,Exame,neg
527,527,"Após 3 dias de confrontos, presidente afirma que Chile está em “guerra”",Exame,neg
528,528,"Mulher morre ao volante, vítima de bala perdida, na zona oeste do Rio",Exame,neg
529,529,"Após três mortos e dia de protestos, Chile decreta novo toque de recolher",Exame,neg
530,530,Morre 4º bombeiro que combateu incêndio em boate no Centro do RJ,Exame,neg
531,531,Maria da Penha: “governo deve repensar posse de armas e combater machismo”,Exame,neg
532,532,"Chile tem madrugada de protestos, com três mortos e toque de recolher",Exame,neg
533,533,Mortes pela polícia do RJ crescem 127% em 4 anos: como frear a escalada?,Exame,neg
534,534,Bombeiros resgatam último corpo de prédio que desabou em Fortaleza,Exame,neg
535,535,Colapso de barragem em mina de ouro na Rússia deixa ao menos 15 mortos,Exame,neg
536,536,Oitava vítima é encontrada após desabamento de prédio em Fortaleza,Exame,neg
537,537,Bombeiros encontram sétimo corpo no desabamento em Fortaleza,Exame,neg
538,538,"Morre Mark Hurd, CEO que levou a Oracle para a nuvem",Exame,neg
539,539,"Apesar do cessar-fogo, bombardeios da Turquia matam 14 civis na Síria",Exame,neg
